wavelength,flux,flux_err,flux_noskysub,flux_err_noskysub
3720.25,-2.07769e-17,4.63140e-17,-8.67055e-18,4.63140e-17
3720.50,1.38322e-17,4.61851e-17,2.61382e-17,4.61851e-17
3720.75,4.53039e-17,4.60347e-17,5.75952e-17,4.60347e-17
3721.00,5.90878e-17,4.58629e-17,7.11504e-17,4.58629e-17
3721.25,4.50812e-17,4.56785e-17,5.67828e-17,4.56785e-17
3721.50,-1.50363e-17,4.55170e-17,-3.46338e-18,4.55170e-17
3721.75,1.51716e-19,4.53630e-17,1.16744e-17,4.53630e-17
3722.00,1.91248e-17,4.52116e-17,3.06242e-17,4.52116e-17
3722.25,1.34944e-17,4.50613e-17,2.49808e-17,4.50613e-17
3722.50,5.75196e-17,4.49164e-17,6.90385e-17,4.49164e-17
3722.75,1.35035e-17,4.47878e-17,2.52220e-17,4.47878e-17
3723.00,1.01165e-17,4.46823e-17,2.22687e-17,4.46823e-17
3723.25,2.00545e-17,4.45840e-17,3.27124e-17,4.45840e-17
3723.50,1.45447e-17,4.44777e-17,2.76234e-17,4.44777e-17
3723.75,2.92114e-17,4.42776e-17,4.17564e-17,4.42776e-17
3724.00,3.23754e-17,4.40731e-17,4.43462e-17,4.40731e-17
3724.25,4.52673e-17,4.38882e-17,5.68584e-17,4.38882e-17
3724.50,5.38447e-17,4.37226e-17,6.52496e-17,4.37226e-17
3724.75,5.95095e-18,4.35719e-17,1.73112e-17,4.35719e-17
3725.00,-3.96435e-17,4.34251e-17,-2.82951e-17,4.34251e-17
3725.25,1.59275e-17,4.32780e-17,2.72608e-17,4.32780e-17
3725.50,3.69843e-17,4.31314e-17,4.83028e-17,4.31314e-17
3725.75,3.07005e-19,4.29852e-17,1.16107e-17,4.29852e-17
3726.00,-3.76963e-18,4.28406e-17,7.52567e-18,4.28406e-17
3726.25,-1.72245e-17,4.26960e-17,-5.94221e-18,4.26960e-17
3726.50,2.34267e-17,4.25516e-17,3.46934e-17,4.25516e-17
3726.75,3.13718e-17,4.24077e-17,4.26229e-17,4.24077e-17
3727.00,-5.12211e-17,4.22643e-17,-3.99856e-17,4.22643e-17
3727.25,1.34249e-17,4.21232e-17,2.46531e-17,4.21232e-17
3727.50,-1.16148e-17,4.19812e-17,-4.02376e-19,4.19812e-17
3727.75,-2.43082e-19,4.18402e-17,1.09545e-17,4.18402e-17
3728.00,2.55763e-17,4.17005e-17,3.67655e-17,4.17005e-17
3728.25,3.32787e-17,4.15637e-17,4.44808e-17,4.15637e-17
3728.50,2.11819e-17,4.14471e-17,3.25887e-17,4.14471e-17
3728.75,2.62953e-17,4.13527e-17,3.81279e-17,4.13527e-17
3729.00,3.89034e-17,4.12561e-17,5.11297e-17,4.12561e-17
3729.25,4.55026e-17,4.11438e-17,5.79573e-17,4.11438e-17
3729.50,-1.40169e-17,4.09719e-17,-1.94808e-18,4.09719e-17
3729.75,3.47332e-17,4.07822e-17,4.62301e-17,4.07822e-17
3730.00,3.60584e-17,4.06232e-17,4.72886e-17,4.06232e-17
3730.25,2.80144e-17,4.04777e-17,3.91054e-17,4.04777e-17
3730.50,1.80813e-17,4.03416e-17,2.91259e-17,4.03416e-17
3730.75,-5.03779e-17,4.02097e-17,-3.93461e-17,4.02097e-17
3731.00,1.23378e-17,4.00776e-17,2.33568e-17,4.00776e-17
3731.25,1.49327e-17,3.99473e-17,2.59534e-17,3.99473e-17
3731.50,7.29378e-18,3.98235e-17,1.83767e-17,3.98235e-17
3731.75,2.81275e-17,3.97112e-17,3.93866e-17,3.97112e-17
3732.00,-1.15306e-16,3.96617e-17,-1.03244e-16,3.96617e-17
3732.25,-3.42880e-17,3.96059e-17,-2.14806e-17,3.96059e-17
3732.50,-5.29528e-18,3.95056e-17,7.80171e-18,3.95056e-17
3732.75,-3.68604e-19,3.93582e-17,1.25339e-17,3.93582e-17
3733.00,6.07504e-17,3.91437e-17,7.27753e-17,3.91437e-17
3733.25,-1.48025e-17,3.89445e-17,-3.50391e-18,3.89445e-17
3733.50,1.48621e-17,3.88102e-17,2.60914e-17,3.88102e-17
3733.75,3.45513e-17,3.87155e-17,4.61064e-17,3.87155e-17
3734.00,2.10433e-17,3.86545e-17,3.32604e-17,3.86545e-17
3734.25,-7.06799e-17,3.86294e-17,-5.74420e-17,3.86294e-17
3734.50,3.73741e-18,3.85379e-17,1.73214e-17,3.85379e-17
3734.75,3.09952e-17,3.84506e-17,4.49681e-17,3.84506e-17
3735.00,2.99350e-17,3.83850e-17,4.45126e-17,3.83850e-17
3735.25,5.21842e-18,3.83448e-17,2.06550e-17,3.83448e-17
3735.50,1.55128e-17,3.82403e-17,3.11420e-17,3.82403e-17
3735.75,9.44000e-18,3.80324e-17,2.42072e-17,3.80324e-17
3736.00,-4.94824e-20,3.78084e-17,1.36917e-17,3.78084e-17
3736.25,-2.41695e-18,3.75878e-17,1.03263e-17,3.75878e-17
3736.50,1.68672e-17,3.73909e-17,2.88489e-17,3.73909e-17
3736.75,1.63701e-17,3.72530e-17,2.81804e-17,3.72530e-17
3737.00,4.08045e-17,3.71423e-17,5.27208e-17,3.71423e-17
3737.25,4.93482e-17,3.70439e-17,6.14927e-17,3.70439e-17
3737.50,3.69604e-17,3.69581e-17,4.94541e-17,3.69581e-17
3737.75,-1.25093e-17,3.68984e-17,5.89764e-19,3.68984e-17
3738.00,1.07237e-17,3.68254e-17,2.42894e-17,3.68254e-17
3738.25,2.28219e-17,3.66986e-17,3.63040e-17,3.66986e-17
3738.50,2.62136e-17,3.65736e-17,3.96264e-17,3.65736e-17
3738.75,2.29087e-17,3.64630e-17,3.63930e-17,3.64630e-17
3739.00,3.46531e-17,3.63816e-17,4.84963e-17,3.63816e-17
3739.25,-2.91790e-17,3.62919e-17,-1.50640e-17,3.62919e-17
3739.50,-3.65186e-17,3.62373e-17,-2.17760e-17,3.62373e-17
3739.75,-4.25696e-17,3.62327e-17,-2.66891e-17,3.62327e-17
3740.00,-7.61202e-17,3.62893e-17,-5.84716e-17,3.62893e-17
3740.25,-4.15925e-17,3.64559e-17,-2.10367e-17,3.64559e-17
3740.50,-2.66339e-17,3.63162e-17,-6.34405e-18,3.63162e-17
3740.75,-3.48271e-17,3.60193e-17,-1.64389e-17,3.60193e-17
3741.00,-2.63846e-17,3.56380e-17,-1.07615e-17,3.56380e-17
3741.25,6.84985e-17,3.52456e-17,8.12584e-17,3.52456e-17
3741.50,4.17031e-17,3.50289e-17,5.33960e-17,3.50289e-17
3741.75,1.48429e-17,3.49762e-17,2.71385e-17,3.49762e-17
3742.00,2.47949e-18,3.49507e-17,1.56512e-17,3.49507e-17
3742.25,4.39462e-18,3.49196e-17,1.83836e-17,3.49196e-17
3742.50,1.53828e-17,3.48153e-17,2.94335e-17,3.48153e-17
3742.75,3.38494e-18,3.46438e-17,1.68062e-17,3.46438e-17
3743.00,1.51171e-17,3.44500e-17,2.76804e-17,3.44500e-17
3743.25,3.74140e-18,3.42567e-17,1.54460e-17,3.42567e-17
3743.50,-3.76945e-17,3.40772e-17,-2.67103e-17,3.40772e-17
3743.75,-7.29972e-18,3.39501e-17,3.48830e-18,3.39501e-17
3744.00,-1.69963e-18,3.39004e-17,9.67920e-18,3.39004e-17
3744.25,8.61434e-18,3.39264e-17,2.13546e-17,3.39264e-17
3744.50,1.46764e-17,3.40013e-17,2.92773e-17,3.40013e-17
3744.75,8.62258e-18,3.41114e-17,2.54540e-17,3.41114e-17
3745.00,-6.46297e-17,3.40342e-17,-4.75064e-17,3.40342e-17
3745.25,-1.54295e-17,3.37203e-17,-4.57031e-19,3.37203e-17
3745.50,-1.72189e-18,3.34171e-17,1.12168e-17,3.34171e-17
3745.75,-7.07997e-18,3.31559e-17,4.25681e-18,3.31559e-17
3746.00,3.28872e-18,3.29853e-17,1.39424e-17,3.29853e-17
3746.25,1.52585e-17,3.28738e-17,2.58240e-17,3.28738e-17
3746.50,-1.69463e-17,3.27756e-17,-6.33315e-18,3.27756e-17
3746.75,-1.33050e-17,3.27010e-17,-2.41015e-18,3.27010e-17
3747.00,2.03728e-17,3.26610e-17,3.18969e-17,3.26610e-17
3747.25,-1.68147e-18,3.27346e-17,1.16258e-17,3.27346e-17
3747.50,-5.62068e-18,3.28129e-17,9.52461e-18,3.28129e-17
3747.75,-2.21130e-17,3.27551e-17,-6.53022e-18,3.27551e-17
3748.00,-2.73773e-17,3.26184e-17,-1.21758e-17,3.26184e-17
3748.25,-1.19268e-17,3.24136e-17,2.18436e-18,3.24136e-17
3748.50,7.90563e-18,3.21393e-17,2.02070e-17,3.21393e-17
3748.75,-1.45512e-17,3.19485e-17,-3.20217e-18,3.19485e-17
3749.00,-1.05087e-17,3.18049e-17,3.68795e-19,3.18049e-17
3749.25,-1.02406e-17,3.16892e-17,4.43018e-19,3.16892e-17
3749.50,-4.45434e-17,3.15900e-17,-3.38901e-17,3.15900e-17
3749.75,4.47853e-18,3.14966e-17,1.51489e-17,3.14966e-17
3750.00,1.81532e-17,3.14032e-17,2.88410e-17,3.14032e-17
3750.25,3.18007e-17,3.13150e-17,4.25524e-17,3.13150e-17
3750.50,2.91549e-17,3.12347e-17,4.00490e-17,3.12347e-17
3750.75,-4.29863e-17,3.11759e-17,-3.17357e-17,3.11759e-17
3751.00,6.11453e-17,3.11429e-17,7.30110e-17,3.11429e-17
3751.25,3.08755e-17,3.10964e-17,4.32195e-17,3.10964e-17
3751.50,-2.53379e-18,3.10301e-17,1.00806e-17,3.10301e-17
3751.75,-1.48536e-17,3.09357e-17,-2.26135e-18,3.09357e-17
3752.00,4.55814e-18,3.07734e-17,1.64254e-17,3.07734e-17
3752.25,-1.65767e-17,3.06185e-17,-5.35888e-18,3.06185e-17
3752.50,3.80127e-18,3.04991e-17,1.47322e-17,3.04991e-17
3752.75,1.98675e-17,3.03961e-17,3.06735e-17,3.03961e-17
3753.00,9.82834e-18,3.03039e-17,2.06142e-17,3.03039e-17
3753.25,-4.49807e-18,3.02162e-17,6.30582e-18,3.02162e-17
3753.50,3.15201e-18,3.01272e-17,1.39634e-17,3.01272e-17
3753.75,2.29452e-18,3.00385e-17,1.31130e-17,3.00385e-17
3754.00,7.20510e-18,2.99508e-17,1.80360e-17,2.99508e-17
3754.25,3.82670e-17,2.98654e-17,4.91262e-17,2.98654e-17
3754.50,1.37313e-17,2.97970e-17,2.47861e-17,2.97970e-17
3754.75,2.33529e-17,2.97552e-17,3.48780e-17,2.97552e-17
3755.00,3.25956e-17,2.97380e-17,4.48421e-17,2.97380e-17
3755.25,3.68042e-17,2.97388e-17,4.99540e-17,2.97388e-17
3755.50,2.73494e-17,2.97589e-17,4.15975e-17,2.97589e-17
3755.75,-7.83621e-18,2.96870e-17,6.55604e-18,2.96870e-17
3756.00,-9.03925e-18,2.95148e-17,4.45718e-18,2.95148e-17
3756.25,-7.82285e-18,2.93245e-17,4.59089e-18,2.93245e-17
3756.50,-8.95883e-18,2.91431e-17,2.46307e-18,2.91431e-17
3756.75,6.21440e-18,2.90159e-17,1.71931e-17,2.90159e-17
3757.00,1.49472e-18,2.89268e-17,1.24197e-17,2.89268e-17
3757.25,-8.09016e-20,2.88415e-17,1.08257e-17,2.88415e-17
3757.50,-2.26996e-18,2.87579e-17,8.63170e-18,2.87579e-17
3757.75,-7.13574e-18,2.86749e-17,3.76306e-18,2.86749e-17
3758.00,2.62825e-17,2.85950e-17,3.72010e-17,2.85950e-17
3758.25,1.29525e-17,2.85194e-17,2.39370e-17,2.85194e-17
3758.50,5.15715e-18,2.84547e-17,1.63138e-17,2.84547e-17
3758.75,8.48018e-18,2.83992e-17,1.98979e-17,2.83992e-17
3759.00,3.55750e-17,2.83550e-17,4.73649e-17,2.83550e-17
3759.25,6.65900e-18,2.83012e-17,1.87175e-17,2.83012e-17
3759.50,1.20165e-17,2.82464e-17,2.43345e-17,2.82464e-17
3759.75,7.52301e-18,2.82032e-17,2.02154e-17,2.82032e-17
3760.00,-7.23580e-18,2.81631e-17,5.85791e-18,2.81631e-17
3760.25,-2.15337e-17,2.80960e-17,-8.32543e-18,2.80960e-17
3760.50,4.29656e-17,2.79643e-17,5.56191e-17,2.79643e-17
3760.75,3.94207e-17,2.78270e-17,5.14619e-17,2.78270e-17
3761.00,4.53856e-17,2.76966e-17,5.68844e-17,2.76966e-17
3761.25,7.22699e-17,2.75809e-17,8.33739e-17,2.75809e-17
3761.50,-2.00888e-17,2.74871e-17,-9.16137e-18,2.74871e-17
3761.75,2.57456e-18,2.74078e-17,1.34734e-17,2.74078e-17
3762.00,9.68507e-18,2.73302e-17,2.05716e-17,2.73302e-17
3762.25,1.78073e-17,2.72535e-17,2.86889e-17,2.72535e-17
3762.50,3.87927e-17,2.71774e-17,4.96716e-17,2.71774e-17
3762.75,4.56653e-18,2.71031e-17,1.54522e-17,2.71031e-17
3763.00,-4.99502e-18,2.70277e-17,5.88748e-18,2.70277e-17
3763.25,-7.45886e-18,2.69526e-17,3.42043e-18,2.69526e-17
3763.50,-3.48642e-18,2.68779e-17,7.38962e-18,2.68779e-17
3763.75,8.35438e-18,2.68039e-17,1.92305e-17,2.68039e-17
3764.00,-3.70200e-18,2.67310e-17,7.18115e-18,2.67310e-17
3764.25,-7.59590e-18,2.66608e-17,3.32084e-18,2.66608e-17
3764.50,-4.72921e-18,2.66041e-17,6.35649e-18,2.66041e-17
3764.75,4.97533e-18,2.65673e-17,1.64310e-17,2.65673e-17
3765.00,2.54124e-17,2.65912e-17,3.78601e-17,2.65912e-17
3765.25,1.50630e-17,2.65914e-17,2.82594e-17,2.65914e-17
3765.50,-1.65057e-17,2.65041e-17,-3.46911e-18,2.65041e-17
3765.75,-1.90764e-17,2.63856e-17,-6.52991e-18,2.63856e-17
3766.00,2.22040e-17,2.62543e-17,3.41236e-17,2.62543e-17
3766.25,-6.00945e-18,2.61453e-17,5.50775e-18,2.61453e-17
3766.50,2.70388e-17,2.60844e-17,3.86507e-17,2.60844e-17
3766.75,1.53871e-17,2.60281e-17,2.71393e-17,2.60281e-17
3767.00,1.08886e-18,2.59619e-17,1.28753e-17,2.59619e-17
3767.25,2.12401e-17,2.58698e-17,3.27872e-17,2.58698e-17
3767.50,3.90933e-17,2.57623e-17,5.02333e-17,2.57623e-17
3767.75,3.46182e-18,2.56829e-17,1.44855e-17,2.56829e-17
3768.00,1.59438e-18,2.56104e-17,1.25701e-17,2.56104e-17
3768.25,1.86953e-17,2.55426e-17,2.96674e-17,2.55426e-17
3768.50,1.85108e-17,2.54770e-17,2.94966e-17,2.54770e-17
3768.75,-8.46242e-18,2.54125e-17,2.54200e-18,2.54125e-17
3769.00,-2.09234e-18,2.53471e-17,8.92144e-18,2.53471e-17
3769.25,1.74774e-18,2.52823e-17,1.27709e-17,2.52823e-17
3769.50,4.66391e-19,2.52179e-17,1.14989e-17,2.52179e-17
3769.75,1.30749e-17,2.51550e-17,2.41261e-17,2.51550e-17
3770.00,-1.93988e-17,2.50920e-17,-8.33193e-18,2.50920e-17
3770.25,-2.58512e-17,2.50295e-17,-1.47633e-17,2.50295e-17
3770.50,-1.52478e-17,2.49714e-17,-4.09846e-18,2.49714e-17
3770.75,9.45269e-18,2.49196e-17,2.07261e-17,2.49196e-17
3771.00,2.17805e-18,2.48986e-17,1.38876e-17,2.48986e-17
3771.25,4.13917e-18,2.48643e-17,1.61515e-17,2.48643e-17
3771.50,1.60107e-17,2.48013e-17,2.80257e-17,2.48013e-17
3771.75,2.01129e-17,2.47195e-17,3.19318e-17,2.47195e-17
3772.00,-5.31439e-18,2.46234e-17,6.15779e-18,2.46234e-17
3772.25,-2.53854e-18,2.45412e-17,8.72345e-18,2.45412e-17
3772.50,1.67009e-17,2.44782e-17,2.79549e-17,2.44782e-17
3772.75,1.06373e-18,2.44235e-17,1.23936e-17,2.44235e-17
3773.00,-2.42602e-17,2.43764e-17,-1.27778e-17,2.43764e-17
3773.25,1.65155e-17,2.43418e-17,2.82762e-17,2.43418e-17
3773.50,2.09570e-17,2.43146e-17,3.30699e-17,2.43146e-17
3773.75,6.76709e-18,2.42786e-17,1.91409e-17,2.42786e-17
3774.00,-6.87559e-18,2.42416e-17,5.74547e-18,2.42416e-17
3774.25,-1.77741e-17,2.42017e-17,-4.93771e-18,2.42017e-17
3774.50,-4.33077e-17,2.41486e-17,-3.03999e-17,2.41486e-17
3774.75,-3.85411e-18,2.40398e-17,8.54345e-18,2.40398e-17
3775.00,-3.88549e-18,2.39391e-17,8.08508e-18,2.39391e-17
3775.25,-1.01245e-17,2.38717e-17,1.76354e-18,2.38717e-17
3775.50,-7.62114e-18,2.38579e-17,4.73997e-18,2.38579e-17
3775.75,7.62981e-18,2.40340e-17,2.24529e-17,2.40340e-17
3776.00,2.17112e-17,2.41537e-17,3.84235e-17,2.41537e-17
3776.25,8.59423e-18,2.41208e-17,2.55793e-17,2.41208e-17
3776.50,-1.20869e-17,2.39714e-17,3.92930e-18,2.39714e-17
3776.75,-1.75761e-17,2.37117e-17,-3.69280e-18,2.37117e-17
3777.00,-7.11755e-18,2.34921e-17,5.06240e-18,2.34921e-17
3777.25,-2.54444e-18,2.33868e-17,9.13502e-18,2.33868e-17
3777.50,1.93032e-18,2.33086e-17,1.33902e-17,2.33086e-17
3777.75,3.21539e-18,2.32516e-17,1.46720e-17,2.32516e-17
3778.00,-1.11644e-17,2.32185e-17,5.26657e-19,2.32185e-17
3778.25,7.47151e-19,2.32314e-17,1.31466e-17,2.32314e-17
3778.50,4.02029e-18,2.32330e-17,1.70083e-17,2.32330e-17
3778.75,5.09383e-19,2.32139e-17,1.38664e-17,2.32139e-17
3779.00,-7.08871e-18,2.31682e-17,6.35563e-18,2.31682e-17
3779.25,6.74219e-18,2.30924e-17,1.99527e-17,2.30924e-17
3779.50,3.47009e-17,2.29786e-17,4.72776e-17,2.29786e-17
3779.75,4.63818e-17,2.28718e-17,5.83989e-17,2.28718e-17
3780.00,4.18191e-17,2.27789e-17,5.34178e-17,2.27789e-17
3780.25,1.83510e-17,2.27081e-17,2.97582e-17,2.27081e-17
3780.50,3.28431e-17,2.26539e-17,4.42220e-17,2.26539e-17
3780.75,-5.79331e-18,2.26022e-17,5.58501e-18,2.26022e-17
3781.00,-1.32654e-17,2.25528e-17,-1.86882e-18,2.25528e-17
3781.25,-1.01323e-17,2.25090e-17,1.33701e-18,2.25090e-17
3781.50,-2.54022e-17,2.24784e-17,-1.37268e-17,2.24784e-17
3781.75,-1.17612e-17,2.24994e-17,6.53416e-19,2.24994e-17
3782.00,-8.28261e-18,2.25221e-17,4.89218e-18,2.25221e-17
3782.25,-2.32040e-18,2.25191e-17,1.13399e-17,2.25191e-17
3782.50,4.73447e-18,2.24800e-17,1.84956e-17,2.24800e-17
3782.75,4.97375e-18,2.23716e-17,1.80997e-17,2.23716e-17
3783.00,-2.29500e-18,2.22402e-17,9.95191e-18,2.22402e-17
3783.25,1.06496e-17,2.21471e-17,2.24210e-17,2.21471e-17
3783.50,1.35152e-17,2.20734e-17,2.50102e-17,2.20734e-17
3783.75,1.39725e-19,2.20169e-17,1.15333e-17,2.20169e-17
3784.00,-3.12670e-18,2.19695e-17,8.25521e-18,2.19695e-17
3784.25,2.43482e-17,2.19233e-17,3.57301e-17,2.19233e-17
3784.50,2.69143e-17,2.18775e-17,3.82981e-17,2.18775e-17
3784.75,1.98235e-17,2.18347e-17,3.12386e-17,2.18347e-17
3785.00,1.09233e-17,2.17971e-17,2.24199e-17,2.17971e-17
3785.25,-2.07221e-18,2.18284e-17,1.02230e-17,2.18284e-17
3785.50,3.32866e-17,2.19358e-17,4.71886e-17,2.19358e-17
3785.75,3.04511e-17,2.20199e-17,4.57215e-17,2.20199e-17
3786.00,1.21351e-17,2.20372e-17,2.80639e-17,2.20372e-17
3786.25,1.40434e-17,2.18990e-17,2.89684e-17,2.18990e-17
3786.50,6.72449e-18,2.16832e-17,1.98245e-17,2.16832e-17
3786.75,3.79044e-18,2.15594e-17,1.60458e-17,2.15594e-17
3787.00,2.19825e-18,2.14640e-17,1.39077e-17,2.14640e-17
3787.25,2.06833e-18,2.13916e-17,1.34711e-17,2.13916e-17
3787.50,5.28497e-18,2.13361e-17,1.65542e-17,2.13361e-17
3787.75,1.10263e-17,2.12898e-17,2.22578e-17,2.12898e-17
3788.00,-3.28688e-18,2.12446e-17,7.91806e-18,2.12446e-17
3788.25,-9.57430e-18,2.11997e-17,1.60674e-18,2.11997e-17
3788.50,-1.87443e-18,2.11551e-17,9.28319e-18,2.11551e-17
3788.75,-2.47271e-17,2.11110e-17,-1.35927e-17,2.11110e-17
3789.00,-1.68641e-18,2.10669e-17,9.42440e-18,2.10669e-17
3789.25,1.57312e-17,2.10227e-17,2.68184e-17,2.10227e-17
3789.50,1.89734e-17,2.09787e-17,3.00373e-17,2.09787e-17
3789.75,-1.77519e-18,2.09349e-17,9.26578e-18,2.09349e-17
3790.00,1.49099e-17,2.08931e-17,2.59442e-17,2.08931e-17
3790.25,2.06222e-17,2.08585e-17,3.17277e-17,2.08585e-17
3790.50,9.08888e-18,2.08374e-17,2.04057e-17,2.08374e-17
3790.75,-4.92039e-18,2.08270e-17,6.71725e-18,2.08270e-17
3791.00,6.15930e-18,2.08280e-17,1.82354e-17,2.08280e-17
3791.25,1.85834e-17,2.07894e-17,3.06783e-17,2.07894e-17
3791.50,2.73556e-17,2.07238e-17,3.91859e-17,2.07238e-17
3791.75,2.01531e-17,2.06718e-17,3.18600e-17,2.06718e-17
3792.00,1.27883e-18,2.06402e-17,1.30750e-17,2.06402e-17
3792.25,-4.26499e-18,2.06432e-17,7.98213e-18,2.06432e-17
3792.50,3.61162e-19,2.06452e-17,1.30470e-17,2.06452e-17
