SN_ID,combined_SNR,combined_mag,fibre_trans_mag,fibre_host_mag,esposure
1169202,74.28372450153918,18.854397623466404,18.86428267840612,23.961199482437877,20.0
1180397,4.383516273555444,22.601953781103802,22.82308267840612,24.438339397634763,20.0
1262629,67.54111675833671,18.99047901815784,18.992482678406123,25.82623128898745,20.0
1352062,31.047919508884934,20.336800930189867,20.995582678406123,21.192044397447724,20.0
1600377,12.421433750296,21.477125552209397,21.684782678406123,23.375243472766,20.0
1745862,27.41071493398071,20.416616031237012,20.425482678406123,25.64095857042701,20.0
2030716,6.181539195078026,22.195168725946672,22.227482678406123,26.02712122580994,20.0
